Year,Destination,Total,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Republic of the Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1990,Sub-Saharan Africa,6945013,60,44,3639,..,..,322932,..,418,479,1,..,3110,2434,..,55,127,822,11,58,3844,..,100728,38,..,89,105,5487,1658,11,14,2291,444314,161317,5540,..,30213,2609,..,..,17647,158894,..,256,8288,977,..,47,8176,16319,..,..,157525,225,861,..,580,516,164,174101,849,429,..,..,..,11165,..,14060,64801,13,724890,..,..,27,506,52398,..,..,3158,11384,..,28642,131381,5,1753,..,..,..,..,36,144492,21090,38,..,..,..,..,5,14040,803,429,80,3362,..,1334,6538,141,713,30,..,43398,..,53,..,25,64,4086,45711,247951,4026,..,108,47,8332,43955,847,27,268770,111,..,..,54408,2550,833,32,..,5,..,..,..,2512,975754,166,5791,14,76,10995,..,857,80,46606,130684,11,8,418,19,1260,..,36,38,72,113,711,1025,16604,..,..,1212,..,975,427,2040,269083,183,12,..,..,..,..,..,4107,1436,101619,1166,181,21139,250,..,55,7,..,345985,45551,244016,880,902,166,115172,..,9299,717,2946,177,..,13,184,5,90336,..,..,11,226,334,..,..,..,117812,1101,146,85133,66655,10493,10,38,..,..,178,114,..,..,251,28505,64923
1990,AFRICA,7411059,224,187,16285,..,..,322943,..,425,607,443,..,4043,3917,2,65,1005,911,11,600,5581,..,100730,38,..,89,149,5487,1973,11,53,2327,444317,161322,5540,..,30230,3118,..,..,17663,159303,..,269,8614,977,..,53,8368,16935,..,..,158024,241,861,..,625,652,212,174244,1384,783,..,..,7,15827,365,14060,65485,19,726195,..,..,27,954,67910,..,..,3158,11391,..,49280,131556,8,4616,..,..,..,..,41,145013,21415,38,..,..,..,254,5,15245,2120,662,4531,3428,..,1744,17487,141,3415,7293,354,43512,..,4058,11,25,64,10361,45711,247954,7203,..,108,47,8332,43960,4864,27,269119,111,..,..,55324,2550,833,78,..,131,..,..,..,7687,975760,168,6046,14,76,12958,..,897,80,46624,131179,11,8,569,653,1702,..,36,38,72,113,2150,1681,16628,..,491,1531,6,975,836,29439,269096,183,12,..,..,..,..,..,4107,9150,103067,1166,187,21242,364,..,95,7,..,349260,45859,246164,2999,1278,117981,143502,..,9299,1307,6168,11984,28,71,778,5,90336,..,..,11,2028,1000,7,..,..,117822,1224,767,91507,66758,25305,10,38,71,..,195,114,..,75515,7630,28513,64930
1990,Eastern Africa,2892842,..,..,..,..,..,62127,..,..,..,..,..,79,..,..,..,..,98,..,..,380,..,..,..,..,..,..,1584,..,..,..,..,..,149857,1493,..,2,248,..,..,..,..,..,..,820,42,..,..,8140,7781,..,..,..,..,11,..,..,..,10,109924,80,429,..,..,..,101,..,..,33056,..,244733,..,..,..,..,21488,..,..,..,..,..,545,144,..,20,..,..,..,..,..,..,..,..,..,..,..,..,..,6998,2,..,..,16,..,..,218,..,78,..,..,38735,..,..,..,..,..,..,1962,..,..,..,..,..,7992,40475,21,2,54,..,..,..,..,642,833,..,..,..,..,..,..,..,855397,..,1286,..,15,99,..,..,..,..,58,..,..,..,..,587,..,..,..,..,..,33,..,2522,..,..,51,..,450,..,231,254976,..,..,..,..,..,..,..,..,..,16,..,116,..,..,..,..,..,..,344402,23389,185200,47,144,..,90182,..,17,..,22,..,..,..,4,..,..,..,..,..,..,..,..,..,..,68281,..,..,10840,65548,847,..,..,..,..,..,..,..,..,182,22796,25484
1990,Burundi,169843,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,327,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18691,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,164,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,113171,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,935,..,..,..,6074,..,..,..,..,..,..,..,..,..,..,..,..
1990,Comoros,7362,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,233,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47,..,..,..,..,..,..,..,..,..,..,..,..,5803,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,450,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84,..,..,..,..,..,..,..,..,..,..,..,..
1990,Djibouti,57979,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7494,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47098,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,150,..,..
1990,Eritrea,5620,..,..,..,..,..,109,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,312,..,..,..,..,..,..,..,..,..,..,6,..,..,..,21,..,..,..,..,..,..,..,..,..,..,172,..,..,..,..,..,..,..,..,..,..,616,..,..,..,..,56,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17,..,..,..,..,..,..,..,..,..,..,..,62,..,..,..,..,..,..,..,..,..,..,..,..,..,75,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1724,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,451,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,697,37,439,..,..,..,62,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66,..,..,20,105,..,..,..,..,..,..,..,..,..,..,34,26
1990,Ethiopia,548106,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23,..,429,..,..,..,..,..,..,33056,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,292671,..,182292,..,..,..,25549,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49,..,..,..,..,..,..,..,..,..,..,..,..,..,32,..,..
1990,Kenya,136440,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,178,..,..,..,..,..,..,..,..,..,..,11402,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,463,..,53,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1719,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3493,87,2469,..,..,..,347,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41264,..,..,..,30682,..,..,..,..,..,..,..,..,..,..,..,..
1990,Madagascar,10569,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,654,..,..,..,3614,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2947,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,523,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,Malawi,581204,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,447,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,334,..,..,..,..,..,..,..,..,..,850,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,774,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,548271,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1428,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,133,881,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,370,2161,..,..,..,..,..,..,..,..,..,..,4561,2727
1990,Mauritius,1850,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50,..,..,16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23,..,..,..,..,..,..,76,42,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,414,..,..,..,..,..,24,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,263,..,..,..,16,..,..,21,..,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34,..,21,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25,..,..,..,..,..,..,..,..,..,..,..,..,31,..,..,..,..,..,..,..,112,..,5,7,..,..,..,..,..,22,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,390,..,21,..,..,..,..,..,..,..,..,..,..,..
1990,Mayotte,6449,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4164,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,500,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,579,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,Mozambique,56272,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1493,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,496,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1936,..,..,..,..,..,..,994,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,363,..,..,..,..,..,..,..,2522,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14057,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1367,..,..,..,..,..,..,..,..,..,..,647,4602
1990,Réunion,26486,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,204,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16953,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1546,..,..,..,..,..,..,..,..,467,833,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,Rwanda,79179,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12273,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31829,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,400,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16424,..,..,..,7878,..,..,..,..,..,..,..,..,..,..,..,..
1990,Seychelles,1517,..,..,..,..,..,..,..,..,..,..,..,37,..,..,..,..,7,..,..,17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15,..,..,..,..,..,..,..,..,..,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,111,..,..,..,..,..,24,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,264,2,..,..,..,..,..,9,..,..,..,..,17,..,..,..,..,..,..,..,..,..,..,..,..,30,..,..,2,..,..,..,..,..,132,..,..,..,..,..,..,..,..,..,..,..,..,15,..,..,..,..,..,11,..,..,..,..,13,..,..,..,..,..,33,..,..,..,..,..,..,..,..,46,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,48,..,4,137,..,..,..,..,..,..,..,..,..,4,..,..,..,..,..,..,..,..,..,..,..,..,..,147,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,Somalia,234093,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,225139,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,Uganda,268223,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41,..,..,20,..,..,..,..,..,..,..,..,..,..,..,..,18854,..,..,..,30,..,..,..,..,..,..,41,..,..,..,..,..,..,..,..,..,..,..,..,..,10,34827,80,..,..,..,..,..,..,..,..,..,82,..,..,..,..,86,..,..,..,..,..,102,..,..,20,..,..,..,..,..,..,..,..,..,..,..,..,..,395,..,..,..,..,..,..,35,..,20,..,..,18759,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,125,..,..,..,..,99,..,..,..,..,..,..,..,..,..,41,..,..,..,..,..,..,..,..,..,..,51,..,..,..,160,104582,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,122,..,..,38,..,..,64224,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,506,14146,260,..,..,..,..,..,..,..,..,..,..,..
1990,United Republic of Tanzania,290635,..,..,..,..,..,290,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26,..,..,..,..,..,117918,..,..,..,75,..,..,..,..,..,..,..,..,..,..,137,7383,..,..,..,..,..,..,..,..,..,10142,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,257,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2137,..,..,..,..,..,..,153,..,..,..,..,19211,..,..,..,..,..,..,26,..,..,..,..,..,..,3305,..,..,..,..,..,..,..,43,..,..,..,..,..,..,..,..,72912,..,146,..,..,..,..,..,..,..,..,..,..,..,..,170,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33591,..,..,..,..,..,..,..,..,..,..,..,85,..,..,..,..,..,..,186,161,..,..,..,..,..,..,17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9408,..,..,292,..,346,..,..,..,..,..,..,..,..,..,9839,196
1990,Zambia,136222,..,..,..,..,..,61728,..,..,..,..,..,42,..,..,..,..,..,..,..,..,..,..,..,..,..,..,294,..,..,..,..,..,..,..,..,2,120,..,..,..,..,..,..,28,..,..,..,..,64,..,..,..,..,..,..,..,..,..,13126,..,..,..,..,..,101,..,..,..,..,..,..,..,..,..,24,..,..,..,..,..,138,144,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2129,..,..,..,..,..,..,..,..,47,..,..,157,..,..,..,..,..,..,..,..,..,..,..,..,..,6632,..,..,54,..,..,..,..,..,..,..,..,..,..,..,..,..,20664,..,1087,..,..,..,..,..,..,..,47,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16,..,..,..,..,..,..,..,..,..,3088,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,135,..,..,897,3051,220,..,..,..,..,..,..,..,..,..,..,17933
1990,Zimbabwe,274793,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1264,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29469,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,211238,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4918,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8218,..,..,..,..,..,..,..,..,..,..,..,7715,..
1990,Middle Africa,716036,..,..,14,..,..,248789,..,..,..,..,..,..,7,..,..,..,..,..,..,70,..,10260,..,..,..,..,..,..,..,..,..,861,10499,3644,..,23642,51,..,..,8693,54629,..,..,54,..,..,..,..,5076,..,..,382,..,115,..,2,..,20,49771,..,..,..,..,..,21,..,14040,..,..,..,..,..,..,..,17841,..,..,670,..,..,109,290,..,..,..,..,..,..,..,471,..,..,..,..,..,..,..,..,..,..,..,1,..,2,5,..,5,..,..,..,..,..,..,..,..,375,..,..,504,..,..,..,..,..,..,..,8514,..,..,..,226,..,..,..,..,..,..,..,..,112,71,..,163,..,..,9,..,..,..,1203,53433,..,..,..,..,..,..,..,..,..,..,..,..,2204,..,..,23,..,..,..,568,11970,..,..,..,..,..,..,..,2773,..,2807,..,..,..,..,..,..,7,..,..,1183,58816,135,..,..,23243,..,..,5,82,4,..,..,..,..,3996,..,..,..,31,5,..,..,..,9552,..,..,..,..,163,..,..,..,..,..,..,..,..,..,69,..
1990,Angola,15375,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1649,..,..,..,..,..,..,6,..,..,..,..,..,..,..,220,..,..,2,..,..,..,..,..,..,5767,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44,..,163,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1919,..,..,..,..,..,..,..,24,..,..,..,..,..,..,..,1503,..,..,..,..,..,..,..,..,..,..,..,1154,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69,..
